link,name,gender,age,path1,path2,skills,languages,salary,experience,edu_degree,uni
https://hh.ru/resume/c52cb0410008443fa40039ed1f716f3068616b?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data scientist/Analyst,Мужчина,21 год,"Информационные технологии, интернет, телеком","['Начальный уровень, Мало опыта', 'Аналитик']","['Python', 'Pandas', 'Numpy', 'Sklearn', 'Математическая статистика', 'Теория вероятности', 'SQL', 'Scipy', 'matplotlib', 'XGBoost', 'ML']","['Русский — Родной', 'Английский — B2 — Средне-продвинутый']",60 000 руб.,Опыт работы 9 месяцев,Высшее образование,"['МГУФизический, Физика']"
https://hh.ru/resume/2870130f00079fe3b40039ed1f6c474e454430?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Junior Data Analyst / Data Scientist ,Женщина,24 года,"Начало карьеры, студенты","['Информационные технологии, Интернет, Мультимедиа']","['Python', 'Jupiter', 'Data Mining', 'Data Analysis', 'pandas', 'Numpy', 'scikit-learn', 'xgboost', 'Matplotlib', 'Kaggle', 'SQL', 'Data science', 'Random Forest', 'Gradient Boosting', 'CatBoost', 'Математическая статистика', 'Анализ данных', 'A/B тестирование', 'Tableau']","['Русский — Родной', 'Английский — B2 — Средне-продвинутый', 'Немецкий — A1 — Начальный']",0,Опыт работы 1 год 11 месяцев,Высшее образование (Магистр),"['Национальный исследовательский технологический университет ""МИСиС"" (Московский институт стали и сплавов), МоскваНовых материалов и технологий, Физика', 'НИУ МЭИРадиотехнический, Биотехнические и медицинские аппараты и системы']"
https://hh.ru/resume/15db9c25000908abde0039ed1f516545524744?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data Scientist Junior/ Data Analyst,Мужчина,22 года,"Начало карьеры, студенты","['Информационные технологии, Интернет, Мультимедиа']","['Ответственность', 'PostgreSQL', 'Python', 'Data Analysis', 'Git']",['Русский — Родной'],0,Ключевые навыки,Неоконченное высшее образование,"['Национальный исследовательский университет ""Высшая школа экономики"", МоскваФКН, ПМИ']"
https://hh.ru/resume/6f14e109000282ed740039ed1f343258306d38?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data scientists juniors ,Мужчина,36 лет,"Информационные технологии, интернет, телеком","['Начальный уровень, Мало опыта', 'Управление проектами', 'Аналитик']","['Грамотная речь', 'Английский язык']","['Русский — Родной', 'Английский — B2 — Средне-продвинутый', 'Немецкий — A1 — Начальный']",0,Опыт работы 14 лет 7 месяцев,Высшее образование,"['Академия Государственной противопожарной службы МЧС России, МоскваФакультет руководящих кадров, Государственное и муниципальное управление (менеджер)', 'Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования “МАТИ – Российский государственный технологический университет имени К.Э. Циолковского”экономический, «Экономика и управление на предприятии»', 'Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования “МАТИ – Российский государственный технологический университет имени К.Э. Циолковского”инженерный, «Безопасность жизнедеятельности в техносфере»']"
https://hh.ru/resume/3e0bc96900091f17730039ed1f687868533467?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data Scientist / ML-разработчик,Мужчина,25 лет,"Информационные технологии, интернет, телеком","['Программирование, Разработка']","['Работоспособность', 'Pandas', 'Python', 'SQL', 'Numpy', 'Git', 'Scikit-learn', 'Machine Learning', 'SciPy', 'PyTorch', 'Seaborn', 'sklearn', 'Анализ данных', 'Английский язык', 'Matplotlib']","['Русский — Родной', 'Английский — C1 — Продвинутый']",0,Опыт работы 1 год 1 месяц,Высшее образование (Магистр),"['Yandex Data SchoolData Science', 'The University of EdinburghChemistry, Bachelor of Science']"
https://hh.ru/resume/256ee56100092ef0440039ed1f366f42735547?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data scientist - junior,Мужчина,25 лет,"Начало карьеры, студенты","['Информационные технологии, Интернет, Мультимедиа', 'Другое']","['Ответственен, пунктуален, коммуникабелен, умею работать в команде, стрессоустойчив, желание к росту']","['Русский — Родной', 'Азербайджанский — C2 — В совершенстве', 'Английский — C1 — Продвинутый']",80 000 руб.,Ключевые навыки,Высшее образование (Магистр),"['Школа программирования 21Разработка', 'Московский государственный университет им. М.В. Ломоносова, МоскваЭкономическая теория и проблемы современной России, Экономист', 'Московский государственный технический университет радиотехники, электроники и автоматики, МоскваПрикладная математика и информатика , Математик']"
https://hh.ru/resume/1d2d2bf0000873d1440039ed1f583367713562?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Middle+/Senior Data Scientist,Мужчина,25 лет,"Информационные технологии, интернет, телеком","['Программирование, Разработка', 'Аналитик', 'Стартапы']","['Обучаемость', 'Креативность', 'Коммуникабельность', 'Английский язык', 'Python', 'SQL', 'Spark', 'Git', 'Machine Learning', 'Data visualization']","['Русский — Родной', 'Английский — C1 — Продвинутый']",266 666 руб.,Опыт работы 3 года 3 месяца,Высшее образование (Магистр),"['МГУ им. М. В. ЛомоносоваГеофизика, Магистр', 'МГУ им. М. В. ЛомоносоваГеофизика, Бакалавр']"
https://hh.ru/resume/36d9ce6200092041d10039ed1f6a306b524a57?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Начинающий Data scientist /Data analyst,Мужчина,29 лет,"Банки, инвестиции, лизинг",['Аналитик'],"['Владею знаниями и навыками, необходимыми для работы Data Scientist', 'Python и библиотеки', 'Работаю с SQL']","['Русский — Родной', 'Английский — A1 — Начальный', 'Немецкий — A1 — Начальный']",60 000 руб.,Опыт работы 3 года 8 месяцев,Среднее специальное образование,"['Институт деловой карьеры, МоскваЭкономический , Государственное и муниципальное управление', 'Бутурлиновский механико технологический колледжТехническое обслуживание средств вычислительной техники и компьютерных сетей , Техник']"
https://hh.ru/resume/74637d150008f88a7a0039ed1f686569697367?query=data+scientist&hhtmFrom=resumes_catalog&source=search,"Data scientist, analytics ",Женщина,0,0,0,"['Python', 'HTML', 'SQL', 'XML', 'Bash', 'Flask', 'NLP', 'R', 'ML', 'DL']",0,0,Ключевые навыки,0,0
https://hh.ru/resume/0441563700085d4e160039ed1f574f6f555a6e?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Стажер Data Scientist ,Мужчина,28 лет,"Информационные технологии, интернет, телеком","['Начальный уровень, Мало опыта', 'Системы управления предприятием (ERP)']","['Аналитическое мышление', 'Анализ данных', 'Cистемы управления базами данных', 'MS Office', 'MS Access', 'SQL', 'Oracle Pl/SQL', 'SAP', 'ERP Systems', 'Математический анализ', 'Математическая статистика', 'Python', 'Big Data', 'Data Analysis', 'Business Analysis']","['Русский — Родной', 'Английский — B1 — Средний']",0,Опыт работы 6 лет,Высшее образование (Магистр),"['Российский государственный университет нефти и газа им. И.М. Губкина, МоскваРазработка и эксплуатация нефтяных и газовых месторождений. Гидродинамическое моделирование разработки материковых, и шельфовых месторождений углеводородов.Тема ВКР: «Исследование низкотемпературных скважин газовых месторождений»', 'Российский государственный университет нефти и газа им. И.М. Губкина, МоскваРазработка и эксплуатация нефтяных и газовых месторождений., Разработка и эксплуатация газовых и газоконденсатных месторождений']"
https://hh.ru/resume/d1f6cfcf0008d7feb90039ed1f444e59665863?query=data+scientist&hhtmFrom=resumes_catalog&source=search,программист Python,Мужчина,43 года,"Банки, инвестиции, лизинг","['Forex', 'Акции, Ценные бумаги']","['Python', 'MQL 4,5', 'Pyqt5', 'machine learning', 'машинное обучение', 'искусственный интеллект', 'Linux']",['Русский — Родной'],0,Опыт работы 14 лет 4 месяца,Неоконченное высшее образование,"['МАБ""Менеджмент в организации"" (мини MBA состоящая из четырех курсов) Маб, г. Москва', 'МАБ""Управление проектами"" (мини MBA состоящая из четырех курсов) Маб, г. Москва 2012 год']"
https://hh.ru/resume/6a05eb590007ae8aa00039ed1f326153625577?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data Scientist,Мужчина,29 лет,"Информационные технологии, интернет, телеком","['Программирование, Разработка']","['Python', 'Java', 'Организаторские навыки', 'Работа в команде', 'Machine learning', 'Neural network', 'UML', 'Keras', 'Scikit-learn', 'tensorflow', 'Big Data', 'Data Analysis', 'numpy', 'matplotlib', 'seaborn', 'scipy', 'Redash']","['Русский — Родной', 'Английский — B2 — Средне-продвинутый']",90 000 руб.,Опыт работы 3 года 7 месяцев,Высшее образование (Магистр),"['Московский энергетический институт (Национальный исследовательский университет), МоскваИЭЭ, Интеллектуальные системы защит, автоматики и управления электроэнергетическими системами', 'Ивановский государственный энергетический университет им. В.И. Ленина, Иваново (Ивановская область)Электроэнергетический факультет, Релейная защита и автоматизация электроэнергетических систем (инженер)', 'Ивановский энергетический колледжЭлектроэнергетический, Электрические станции, сети и системы. Эксплуатация электроустановок']"
https://hh.ru/resume/81e6b0f100092a96290039ed1f734178694e71?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Junior data scientist,Мужчина,18 лет,"Начало карьеры, студенты",['Другое'],"['Обучаемость', 'Python', 'SQL', 'ООП', 'Machine learning', 'NLP', 'pandas', 'numpy', 'matplotlib', 'XGBoost', 'CatBoost', 'pytorch', 'Статистика']","['Русский — Родной', 'Английский — B1 — Средний']",0,Ключевые навыки,Высшее образование (Бакалавр),"['Национальный исследовательский университет ""Высшая школа экономики"", МоскваМИЭМ, Информатика и вычислительная техника']"
https://hh.ru/resume/94a0e8fb00087aeaa80039ed1f747965554241?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data Scientist (junior),Мужчина,32 года,"Начало карьеры, студенты","['Информационные технологии, Интернет, Мультимедиа']","['Внимательность', 'Обучаемость', 'Ответственность', 'Python', 'Feature Engineering', 'Разведывательный анализ данных']","['Русский — Родной', 'Английский — A1 — Начальный']",0,Ключевые навыки,Высшее образование,"['Санкт-Петербургский государственный горный университет, Санкт-ПетербургСтроительный, Инженерная геодезия']"
https://hh.ru/resume/f0ba5679000789b35c0039ed1f763765413156?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Trainee / Junior data scientist ,Мужчина,21 год,"Банки, инвестиции, лизинг","['Аналитик', 'Акции, Ценные бумаги', 'Экономист']","['MS Excel', 'MS PowerPoint', 'Adobe Photoshop', 'Python', 'MS Word', 'SQL', 'PostgreSQL', 'Git']","['Русский — Родной', 'Английский — B1 — Средний', 'Немецкий — A1 — Начальный']",80 000 руб.,Опыт работы 2 года 1 месяц,Неоконченное высшее образование,"['Российский экономический университет им. Г.В. Плеханова, МоскваФинансовый факультет, Корпоративные финансы']"
https://hh.ru/resume/9b71093100064c13cb0039ed1f543068714469?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data scientist,Мужчина,23 года,"Начало карьеры, студенты","['Информационные технологии, Интернет, Мультимедиа', 'Наука, Образование', 'Финансы, Банки, Инвестиции']","['C/C++', 'R', 'Python', 'Английский язык', 'Перевод художественной литературы', 'Скоринговая карта']","['Русский — Родной', 'Английский — C1 — Продвинутый', 'Немецкий — A1 — Начальный']",35 000 руб.,Ключевые навыки,Высшее образование,"['Национальный исследовательский университет ""Высшая школа экономики"", МоскваМИЭМ, Математика. Прикладная математика']"
https://hh.ru/resume/bad74f410007c49c5d0039ed1f4b493533696f?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Junior Data scientist / Data analyst,Мужчина,31 год,"Информационные технологии, интернет, телеком","['Инженер', 'Аналитик']","['Figma', 'AutoCAD', '3D Моделирование', 'Catie V5', 'Autodesk Inventor', 'Autodesk СПДС Модуль', 'Unigraphics NX', 'XMind', 'Adobe Photoshop', 'SQL', 'Python', 'numpy', 'pandas', 'MS Excel']","['Русский — Родной', 'Английский — B1 — Средний']",0,Опыт работы 8 лет 1 месяц,Высшее образование,"['Московский авиационный институт (национальный исследовательский университет), Москва Аэрокосмический факультетИнженер по специальности ""Космические летательные аппараты и разгонные блоки""']"
https://hh.ru/resume/538738af0008b7b0f30039ed1f4937336b5a51?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Junior Data Scientist(стажёр),Мужчина,29 лет,"Информационные технологии, интернет, телеком","['Начальный уровень, Мало опыта']","['Работоспособность', 'Python', 'Numpy', 'Pandas', 'Парсинг и обработка данных', 'Написание нейронных сетей', 'Полносвязные, сверхточные НС', 'Автокодировщики', 'Рекуррентные НС', 'НС для решения задач регрессии', 'Прогнозирование временных рядов', 'MySQL базовые навыки', 'Git', 'ООП', 'Linux']","['Русский — Родной', 'Английский — A2 — Элементарный']",0,Опыт работы 5 лет 9 месяцев,Высшее образование,"['GeekBrainsРазработки, Программист Python', 'Университет Искусственного ИнтеллектаНейронные сети, Разработчик нейронных сетей, Data Scientist', 'Московский автомобильно-дорожный государственный технический университет, МоскваАвтомобильного транспорта, Наземные транспортно-технологические средства']"
https://hh.ru/resume/eb88140800080ab4c50039ed1f43446a67566c?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Аналитик,Мужчина,26 лет,"Информационные технологии, интернет, телеком","['Тестирование', 'Управление проектами', 'Аналитик']","['Python', 'Pytorch', 'Машинное обучение', 'Анализ данных', 'scikit-learn', 'SQL', 'Octave', 'MS Excel', 'Data Mining', 'MS PowerPoint', 'Linux', 'Bash', 'Docker', 'Git', 'Tensorflow', 'Английский язык']","['Русский — Родной', 'Английский — B2 — Средне-продвинутый', 'Французский — A2 — Элементарный']",0,Опыт работы 1 год 9 месяцев,Высшее образование,"['Ogarev Mordovia State University (National Research University), SaranskEconomics, Economic Security']"
https://hh.ru/resume/98aa80750008dc5cab0039ed1f765873327435?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data scientist,Мужчина,48 лет,"Информационные технологии, интернет, телеком","['CTO, CIO, Директор по IT', 'Управление проектами', 'Аналитик']","['Телекоммуникации', 'Адаптивность', 'Обучение и развитие', 'Наставничество', 'Аналитическое мышление', 'Публичные выступления', 'Управление проектами', 'Анализ бизнес показателей', 'Анализ данных', 'Эконометрика', 'Управление командой', 'Data Mining', 'Data Analysis']","['Русский — Родной', 'Английский — B2 — Средне-продвинутый']",200 000 руб.,Опыт работы 19 лет 7 месяцев,Высшее образование,"['Волгоградский государственный университет, ВолгоградФизический, кафедра ТФ и ВП, Физик со знанием английского языка']"
https://hh.ru/resume/1421c9fb0008fd8be50039ed1f543272563267?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data Scientist,Мужчина,25 лет,"Банки, инвестиции, лизинг",['Аналитик'],"['Python', 'Git', 'Английский язык', 'Аналитический склад ума', 'SQL']","['Русский — Родной', 'Английский — B1 — Средний', 'Китайский — A2 — Элементарный']",0,Опыт работы 2 года 7 месяцев,Высшее образование,"['Московский государственный университет им. М.В. Ломоносова, МоскваМеханико-математический, Механика']"
https://hh.ru/resume/36bb103a000870aa160039ed1f553271677452?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Team lead Data Science,Мужчина,30 лет,"Информационные технологии, интернет, телеком","['Программирование, Разработка', 'Системная интеграция', 'Управление проектами']","['PostgreSQL', 'MongoDB', 'Neo4j', 'Python', 'Linux', 'Git', 'SVN', 'SQL', 'Machine Learning', 'Deep Learning', 'Artificial Intelligence', 'PyTorch', 'TensorFlow', 'NumPy', 'SciPy', 'Google Colaboratory', 'Jupyter', 'Anaconda', 'Django', 'Power BI', 'Golang', 'Scrum', 'Agile Project Management', 'NLP']","['Русский — Родной', 'Английский — B2 — Средне-продвинутый']",350 000 руб.,Опыт работы 8 лет 4 месяца,Высшее образование,"['Московский государственный университет им. М.В. Ломоносова, МоскваВМК, Прикладная математика и информатика']"
https://hh.ru/resume/e9454f0800059b3f480039ed1f5938656c454b?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Экономист-аналитик/Data Scientist,Мужчина,20 лет,"Банки, инвестиции, лизинг",['Экономист'],"['Power Bi analytics', 'Business English', 'Legal Translation', 'English (TOEFL - 90)', 'Business Analysis', 'Data Mining: Business Analytica', 'Big Data Analysis', 'Programming (Python)', 'Demographic Analysis', 'Russian (Native speaker)', 'Scientific Researches', 'Market researches', 'Оптимизация бизнес-процессов', 'Machine learning', 'Apache Airflow', 'Python', 'SQL', 'DAX', 'MS Excel']","['Русский — Родной', 'Английский — C1 — Продвинутый']",0,Опыт работы 2 года 3 месяца,Высшее образование,"['Государственный академический университет гуманитарных наук, МоскваПолитология', 'Национальный исследовательский университет ""Высшая школа экономики"" (Лицей), МоскваМат-Эконом направление']"
https://hh.ru/resume/66a973ae0008ecb1e80039ed1f496f30566d44?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data scientist,Мужчина,21 год,"Начало карьеры, студенты","['Информационные технологии, Интернет, Мультимедиа', 'Производство, Технологии', 'Наука, Образование']","['Python', 'Теория вероятностей', 'Git', 'SQL', 'Big Data', 'Machine learning', 'Дифференциальное исчесление', 'Pytorch', 'Computer vision', 'SSD']","['Русский — Родной', 'Английский — B1 — Средний']",0,Опыт работы 6 месяцев,Высшее образование (Бакалавр),"['Московский технический университет связи и информатики, МоскваОбщетехнический, Информационные системы и технологии']"
https://hh.ru/resume/d541f13d000622f52b0039ed1f6a71614c544f?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data scientist/ML Engineer,Male,26 years,"Career Starters, Students","['IT, Internet, Multimedia', 'Manufacturing, Technology', 'Science, Education']","['Python', 'Web Application Development', 'Django Framework', 'C++', 'Data Analysis', 'Machine learning', 'JavaScript', 'PostgreSQL', 'Neural Networks', 'Data Analytics', 'Data science Technologies:', 'Tensorflow', 'Pytorch', 'Computer Vision', 'Docker/Kubernetes', 'Linux', 'NLP', 'NLU', 'Spark', 'Azure', 'AWS', 'R', 'Docker', 'Kubernetes', 'Cuda', 'SQL', 'Github', 'Swarm', 'Golang']","['English — Native', 'Russian — C2 — Proficiency']",0,Work experience 3 years 1 month,Higher education (master),"[""National Research University 'Higher School of Economics', MoscowComputer Science, Data Science"", 'Moscow Bauman State Technical University, MoscowInformatics And Control Systems, Computer Systems, Complexes and Networks', 'Technopark Mail.ruBMSTU, Applied Python', 'Huawei ARK LabCertificate in Computer Vision', 'Moscow Power Engineering InstituteFaculty of Pre-University Training, Foundational Course', 'Oxford College of BusinessBusiness, Diploma']"
https://hh.ru/resume/1a6443790008384f4c0039ed1f424777633932?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data Scientist/Analyst,Мужчина,22 года,"Информационные технологии, интернет, телеком","['Программирование, Разработка', 'Администратор баз данных', 'Аналитик']","['Математический анализ', 'Математическая статистика', 'Математическое моделирование', 'Математическое программирование', 'Английский язык', 'SQL', 'VBA', 'MS SQL', 'Работа в команде', 'MS PowerPoint', 'Управление проектами', 'Статистический анализ', 'MATLAB', 'MySQL', 'Проведение презентаций', 'Подготовка презентаций', 'Python', 'Pl/Python', 'ClickHouse', 'Git', 'Data Analysis', 'Pandas', 'Визуализация', 'Tableau', 'Проверка гипотез', 'sklearn', 'MS Excel', 'Atlassian Jira', 'Atlassian Confluence']","['Русский — Родной', 'Английский — C1 — Продвинутый']",140 000 руб.,Опыт работы 1 год 9 месяцев,Высшее образование (Бакалавр),"['Национальный исследовательский университет ""Высшая школа экономики"", МоскваФакультет компьютерных наук (Магистратура), Науки о данных', 'Московский государственный технический университет им. Н.Э. Баумана, МоскваФундаментальные науки, Математика. Прикладная математика']"
https://hh.ru/resume/24e1c38600087ad2380039ed1f65664b385971?query=data+scientist&hhtmFrom=resumes_catalog&source=search,"Гидролог, Data scientist, Изыскатель",Мужчина,23 года,"Информационные технологии, интернет, телеком","['Программирование, Разработка']","['R language', 'Python', 'ArcGIS', 'Adobe Design', 'Adobe Illustrator', 'Adobe Photoshop', 'Adobe Premier', '3ds Max', 'Графический дизайн', 'MS Office', 'Гидрологические расчеты', 'Полевые исследования', 'Статистический анализ', 'Data Analysis', 'Лабораторная работа', 'Английский язык', 'Исполнительность', 'Быстрая обучаемость', 'Автоматизация обработки данных', 'Геодезия и картография', 'Креативность', 'AutoCAD', 'право вождения маломерных судов', 'Тахеометрия']","['Русский — Родной', 'Английский — C1 — Продвинутый', 'Немецкий — A1 — Начальный', 'Французский — A2 — Элементарный']",0,Опыт работы 1 год 4 месяца,Высшее образование (Бакалавр),"['Московский государственный университет им. М.В. Ломоносова, МоскваГеографический, Гидрология']"
https://hh.ru/resume/ea1bbf76000771f7b80039ed1f7a5839385554?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Junior Data Scientist,Мужчина,26 лет,"Начало карьеры, студенты","['Информационные технологии, Интернет, Мультимедиа']","['Python', 'Java', 'Machine learning', 'Git', 'SQL', 'Verilog HDL', 'Bash']","['Русский — Родной', 'Английский — B1 — Средний']",0,Опыт работы 5 лет 9 месяцев,Высшее образование,"['Санкт-Петербургский Политехнический Университет Петра ВеликогоТехнической кибернетики, Программное обеспечение вычислительной техники и автоматизированных систем', 'Санкт-Петербургский Политехнический Университет Петра ВеликогоФизико-технический, Астрономия']"
https://hh.ru/resume/14f9423c0008e067570039ed1f6f7257493338?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Junior Data Scientist/Analyst,Женщина,30 лет,"Начало карьеры, студенты","['Информационные технологии, Интернет, Мультимедиа']","['SQL', 'Python', 'Pandas', 'NumPy', 'Sklearn', 'ML', 'Matplotlib']","['Русский — Родной', 'Английский — B2 — Средне-продвинутый', 'Французский — A2 — Элементарный']",0,Опыт работы 1 год 6 месяцев,Высшее образование (Бакалавр),"['ТОМСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТИсторический, Международные отношения']"
https://hh.ru/resume/9f76c30c00003782a10039ed1f736563726574?query=data+scientist&hhtmFrom=resumes_catalog&source=search,"Data Scientist, Researcher, Доцент",Мужчина,45 лет,"Информационные технологии, интернет, телеком",['Аналитик'],"['Компьютерная лингвистика, автоматизированный перевод программного кода', 'Компьютерное зрение (OpenCV), классификация изображений документов', 'Машинное обучение, нейронные сети (разные направления), построение и валидация прикладных моделей', 'Геостатистика (лекции, моделирование геофизических данных методами случайных процессов)', 'Управление проектами, менеджмент (опыт руководящей работы, профессиональная переподготовка по управл', 'Проведение курсов и тренингов в области информационного взаимодействия и автоматизации деятельности', 'Математическое моделирование, прикладная статистика', 'Система контроля версий Git, сервис github.com', 'Язык Python, Jupyter Notebook, библиотеки – для программирования прототипов, машинное обучение, нейр', 'Язык C++, математическое моделирование, компьютерное зрение', 'Общее владение: HTML3, CSS5, Javascript, PHP, Java, С#, Prolog, VBA', 'Языки запросов: Transact SQL, PL/pgSQL (PostgreSQL), MySQL, SQLite']","['Русский — Родной', 'Английский — C1 — Продвинутый', 'Немецкий — B2 — Средне-продвинутый', 'Французский — B2 — Средне-продвинутый']",80 000 руб.,Опыт работы 20 лет 4 месяца,Высшее образование (Кандидат наук),"['НЧОУ «Интуит»Сертификат, Информационная безопасность', 'ФГБОУ ВО БГПУ им.Акмуллы, партия «Единая Россия» БашкортостанПовышение квалификации, Кандидат', 'ФГБОУ ВПО Уфимский государственный университет экономики и сервисаПовышение квалификации, Противодействие коррупции', 'ФГБОУ ВПО Уфимский государственный университет экономики и сервисаИнститут непрерывного и дополнительного образования, программа профессиональной переподготовки, ""Прикладная информатика""', 'Негосударственное образовательное частное учреждение «Национальный Открытый Университет «ИНТУИТ»Программа профессиональной переподготовки, ""Управление ИТ-проектами""', 'НЧОУ «Интуит»Повышение квалификации, Разработка клиентских приложений Web-сайтов', 'Уфимский государственный авиационный технический университет“Математическое моделирование, численные методы и комплексы программ”, кандидат физико-математических наук', 'Уфимский государственный авиационный технический университет“Прикладная математика"", Математик-инженер']"
https://hh.ru/resume/093b97800003bd95750039ed1f6c7652644470?query=data+scientist&hhtmFrom=resumes_catalog&source=search,"Data scientist, аналитик, программист",Мужчина,34 года,"Информационные технологии, интернет, телеком","['Программирование, Разработка', 'Инженер', 'Аналитик']","['Программист', 'Работа в соцопросах.']","['Русский — Родной', 'Английский — A1 — Начальный']",0,Опыт работы 11 лет 5 месяцев,Высшее образование,"['Московский государственный университет приборостроения и информатики, МоскваПерсональная электроника, САПР']"
https://hh.ru/resume/c4a395ea000620072b0039ed1f63454d335441?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data Scientist,Male,25 years,"IT, Internet, Telecom","['Business Development', 'Project Management', 'Analyst']","['Programming', 'Mathematical Analysis', 'Mathematical Statistics', 'Fundamental Analysis', 'Data Analysis', 'Financial Analysis', 'MS Excel', 'MS Outlook', 'SQL', 'Analytical skills', 'Business Analysis', 'Project management', 'Python', 'Big Data', 'Английский язык', 'MS PowerPoint', 'Работа в команде', 'Internet', 'Пользователь ПК', 'Продвижение объекта', 'Управление проектами', 'Водительское удостоверение категории B', 'Деловое общение', 'Обучение персонала']","['Russian — Native', 'English — B2 — Upper Intermediate']",250 000 RUB,Work experience 3 years,Higher education,"['Moscow Lomonosov State University, MoscowMathematics, Economics']"
https://hh.ru/resume/425c1bf20007ce4e0a0039ed1f7564574c6431?query=data+scientist&hhtmFrom=resumes_catalog&source=search,"Data scientist, ML-разработчик",Мужчина,21 год,"Начало карьеры, студенты","['Информационные технологии, Интернет, Мультимедиа', 'Наука, Образование', 'Финансы, Банки, Инвестиции']","['Теория вероятностей и математическая статистика', 'Уверенное владение python', 'опыт написания кода на c++', 'numpy/matplotlib/pandas', 'Опыт работы в tensorflow/keras', 'MATLAB', 'Знание основ машинного обучения', 'Знание основных архитектур CNN, RNN', 'Математический анализ', 'Линейная алгебра', 'MySQL', 'Latex']","['Русский — Родной', 'Английский — B1 — Средний']",0,Опыт работы 11 месяцев,Высшее образование (Бакалавр),"['Московский государственный технический университет им. Н.Э. Баумана, МоскваФундаментальные науки , Математическое моделирование']"
https://hh.ru/resume/48a2a07100059d1bd90039ed1f615471524466?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Deep Learning/NLP Engineer,Мужчина,28 лет,"Информационные технологии, интернет, телеком","['Программирование, Разработка']","['Python', 'Big Data', 'Data Analysis', 'Data Mining', 'ООП', 'SQL', 'Git', 'Linux', 'Spark', 'Pyspark', 'Hadoop', 'Machine learning', 'Deep Learning', 'Statistics', 'Mathematics']","['Казахский — Родной', 'Английский — C1 — Продвинутый', 'Русский — C2 — В совершенстве']",0,Опыт работы 2 года 6 месяцев,Высшее образование (Магистр),"['Satbayev universityИнститут информационных и телекоммуникационных технологий, 6М070300 Информационные системы, Machine Learning', 'Национальный исследовательский ядерный университет ""МИФИ"", МоскваИнститут ядерной физики и технологий, Электроника и автоматика физических установок']"
https://hh.ru/resume/07e56a8b0008d08c3a0039ed1f31796b686141?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Junior Data Scientist/Analyst,Мужчина,25 лет,"Начало карьеры, студенты",['Другое'],"['Стрессоустойчивость', 'Python', 'SQL', 'Коммуникабельность']","['Русский — Родной', 'Английский — B1 — Средний']",50 000 руб.,Опыт работы 1 год 1 месяц,Неоконченное высшее образование,"['Московский институт электронной техники, ЗеленоградЭКТ, Наноэлектроника']"
https://hh.ru/resume/0761fcdc0007fdfc910039ed1f6d5659587061?query=data+scientist&hhtmFrom=resumes_catalog&source=search,Data scientist (Computer vision),Мужчина,0,0,0,"['Python', 'C/C++', 'Java', 'MATLAB', 'Qt', 'Android SDK', 'OpenGL', 'ООП', 'SQL', 'Machine learning', 'Jupyter', 'Scipy', 'Numpy', 'Pandas', 'Mathematical Statistics', 'Mathematical Modeling', 'Math', 'Аналитическое мышление', 'Matplotlib', 'Tensorflow', 'Pytorch', 'Scikit', 'XGBoost', 'OpenCV', 'Git', 'GitHub', 'Agile', 'Trello', 'Keras']",0,0,Опыт работы 4 года 7 месяцев,0,0
